dataset_id,site_name,site_property,value
ANBG_2019,site_at_-36.3669_degS_and_148.3714_degE,locality,Kosciuszko National Park; 1.34 km N from Guthega Pondage Dam.
ANBG_2019,site_at_-36.3681_degS_and_148.4122_degE,latitude (deg),-36.3681
ANBG_2019,site_at_-36.3681_degS_and_148.4122_degE,longitude (deg),148.4122
ANBG_2019,site_at_-36.3681_degS_and_148.4122_degE,collector,"Buykx, A.J."
ANBG_2019,site_at_-36.3681_degS_and_148.4122_degE,locality,"Kosciuszko National Park; Pengilleys Bog, c. 2 km ~NNW from Smiggin Holes on Link Road."
ANBG_2019,site_at_-36.3683_degS_and_148.375_degE,latitude (deg),-36.3683
ANBG_2019,site_at_-36.3683_degS_and_148.375_degE,longitude (deg),148.375
ANBG_2019,site_at_-36.3683_degS_and_148.375_degE,collector,"Percival, J.; Flowers, G.; McAuliffe, J."
ANBG_2019,site_at_-36.3683_degS_and_148.375_degE,locality,Kosciuszko National Park; 1.27 m N from Guthega Pondage Dam.
ANBG_2019,site_at_-36.37_degS_and_148.4764_degE,latitude (deg),-36.37
ANBG_2019,site_at_-36.37_degS_and_148.4764_degE,longitude (deg),148.4764
ANBG_2019,site_at_-36.37_degS_and_148.4764_degE,collector,"Sweet, H.; Hoyle, G."
ANBG_2019,site_at_-36.37_degS_and_148.4764_degE,locality,"Kosciuszko National Park; ford along Rainbow Lake track, 0.5 km from road. Ca 5 km ~NE of Smiggin Holes."
ANBG_2019,site_at_-36.3703_degS_and_148.4717_degE,latitude (deg),-36.3703
ANBG_2019,site_at_-36.3703_degS_and_148.4717_degE,longitude (deg),148.4717
ANBG_2019,site_at_-36.3703_degS_and_148.4717_degE,collector,"Flowers, G.H."
ANBG_2019,site_at_-36.3703_degS_and_148.4717_degE,locality,Kosciuszko National Park; 60 m N of the Kosciuszko Road opposite snow chain bay 300 m up road from Rainbow Lake walking track.
ANBG_2019,site_at_-36.3703_degS_and_148.4761_degE,latitude (deg),-36.3703
ANBG_2019,site_at_-36.3703_degS_and_148.4761_degE,longitude (deg),148.4761
ANBG_2019,site_at_-36.3703_degS_and_148.4761_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.3703_degS_and_148.4761_degE,locality,"Kosciuszko National Park, IBRA region AA; along the Rainbow Lake walking track from Kosciuszko Road, c. 150 m from the carpark."
ANBG_2019,site_at_-36.3706_degS_and_148.4761_degE,latitude (deg),-36.3706
ANBG_2019,site_at_-36.3706_degS_and_148.4761_degE,longitude (deg),148.4761
ANBG_2019,site_at_-36.3706_degS_and_148.4761_degE,collector,"Fethers, S."
ANBG_2019,site_at_-36.3706_degS_and_148.4761_degE,locality,"Kosciuszko National Park Rainow Lake Walk, 164 m E from Rainbow Lake signpost (straight line GPS) which is on Kosciuszko Road, c. 5 km ENE of Smiggin Holes."
ANBG_2019,site_at_-36.3728_degS_and_148.4822_degE,latitude (deg),-36.3728
ANBG_2019,site_at_-36.3728_degS_and_148.4822_degE,longitude (deg),148.4822
ANBG_2019,site_at_-36.3728_degS_and_148.4822_degE,collector,"Nicotra, A.; Good, R."
ANBG_2019,site_at_-36.3728_degS_and_148.4822_degE,locality,"Kosciuszko National Park; by Rainbow Lake Track, c. 1 km from Kosciuszko Road."
ANBG_2019,site_at_-36.3744_degS_and_148.3731_degE,latitude (deg),-36.3744
ANBG_2019,site_at_-36.3744_degS_and_148.3731_degE,longitude (deg),148.3731
ANBG_2019,site_at_-36.3744_degS_and_148.3731_degE,collector,"Percival, J.; Flowers, G.; McAuliffe, J."
ANBG_2019,site_at_-36.3744_degS_and_148.3731_degE,locality,Kosciuszko National Park; 564 m N from Guthega Pondage Dam.
ANBG_2019,site_at_-36.375_degS_and_143.5833_degE,latitude (deg),-36.375
ANBG_2019,site_at_-36.375_degS_and_143.5833_degE,longitude (deg),143.5833
ANBG_2019,site_at_-36.375_degS_and_143.5833_degE,collector,"Briggs, J.D."
ANBG_2019,site_at_-36.375_degS_and_143.5833_degE,locality,"1.2 km W of the t/o to Whychitella on the Calder Highway, just W of Wedderburn"
ANBG_2019,site_at_-36.3756_degS_and_148.3736_degE,latitude (deg),-36.3756
ANBG_2019,site_at_-36.3756_degS_and_148.3736_degE,longitude (deg),148.3736
ANBG_2019,site_at_-36.3756_degS_and_148.3736_degE,collector,"Nicotra, A."
ANBG_2019,site_at_-36.3756_degS_and_148.3736_degE,locality,Kosciuszko National Park; 474 m downstream ~NE from Guthega Pondage Dam.
ANBG_2019,site_at_-36.3756_degS_and_148.4839_degE,latitude (deg),-36.3756
ANBG_2019,site_at_-36.3756_degS_and_148.4839_degE,longitude (deg),148.4839
ANBG_2019,site_at_-36.3756_degS_and_148.4839_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.3756_degS_and_148.4839_degE,locality,"Kosciuszko National Park, IBRA region AA; Rainbow Lake, c. 20-50 m above lake edge; NE corner."
ANBG_2019,site_at_-36.3767_degS_and_148.3736_degE,latitude (deg),-36.3767
ANBG_2019,site_at_-36.3767_degS_and_148.3736_degE,longitude (deg),148.3736
ANBG_2019,site_at_-36.3767_degS_and_148.3736_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.3767_degS_and_148.3736_degE,locality,"Kosciuszko National Park, IBRA region AA; c. 380 m NE of Guthega Pondage Dam; high on the southern banks of the Snowy River."
ANBG_2019,site_at_-36.3794_degS_and_148.3564_degE,latitude (deg),-36.3794
ANBG_2019,site_at_-36.3794_degS_and_148.3564_degE,longitude (deg),148.3564
ANBG_2019,site_at_-36.3794_degS_and_148.3564_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.3794_degS_and_148.3564_degE,locality,"Kosciuszko National Park, IBRA region AA; Tate Ridge East, c. 2.4 km W of Guthega (straight line GPS). 4 km NE of Mt Twynam (GPS)."
ANBG_2019,site_at_-36.3797_degS_and_148.3969_degE,latitude (deg),-36.3797
ANBG_2019,site_at_-36.3797_degS_and_148.3969_degE,longitude (deg),148.3969
ANBG_2019,site_at_-36.3797_degS_and_148.3969_degE,collector,"McAuliffe, J.; Percival, J.; Nicotra, A.; Flowers, G."
ANBG_2019,site_at_-36.3797_degS_and_148.3969_degE,locality,"Kosciuszko National Park; Summit Quad Chairlift, Blue Cow."
ANBG_2019,site_at_-36.3797_degS_and_148.4142_degE,latitude (deg),-36.3797
ANBG_2019,site_at_-36.3797_degS_and_148.4142_degE,longitude (deg),148.4142
ANBG_2019,site_at_-36.3797_degS_and_148.4142_degE,collector,"Feilen, P."
ANBG_2019,site_at_-36.3797_degS_and_148.4142_degE,locality,"Kosciuszko National Park; Pengilleys Bog, 2 km up Link Road from Smiggin Holes."
ANBG_2019,site_at_-36.38_degS_and_148.4153_degE,latitude (deg),-36.38
ANBG_2019,site_at_-36.38_degS_and_148.4153_degE,longitude (deg),148.4153
ANBG_2019,site_at_-36.38_degS_and_148.4153_degE,collector,"Cosgrove, C."
ANBG_2019,site_at_-36.38_degS_and_148.4153_degE,locality,"Kosciuszko National Park Pengillys Bog, c. 200 m down slope off Smiggin Holes - Guthega Link Road"
ANBG_2019,site_at_-36.3806_degS_and_148.3964_degE,latitude (deg),-36.3806
ANBG_2019,site_at_-36.3806_degS_and_148.3964_degE,longitude (deg),148.3964
ANBG_2019,site_at_-36.3806_degS_and_148.3964_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.3806_degS_and_148.3964_degE,locality,"Kosciuszko National Park, IBRA region AA; Mt Blue Cow, 30 m SW of the third pole of The Quad Summit chair lift."
ANBG_2019,site_at_-36.3811_degS_and_148.3969_degE,latitude (deg),-36.3811
ANBG_2019,site_at_-36.3811_degS_and_148.3969_degE,longitude (deg),148.3969
ANBG_2019,site_at_-36.3811_degS_and_148.3969_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.3811_degS_and_148.3969_degE,locality,"Kosciuszko National Park, IBRA region AA; Mt Blue Cow, 20 m SW of The Quad Summit chair lift, second pole from the base."
ANBG_2019,site_at_-36.3811_degS_and_148.3975_degE,latitude (deg),-36.3811
ANBG_2019,site_at_-36.3811_degS_and_148.3975_degE,longitude (deg),148.3975
ANBG_2019,site_at_-36.3811_degS_and_148.3975_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.3811_degS_and_148.3975_degE,locality,"Kosciuszko National Park, IBRA region AA; Mt Blue Cow, along the ski slope 20 m NE of Summit chair lift."
ANBG_2019,site_at_-36.3844_degS_and_148.4594_degE,latitude (deg),-36.3844
ANBG_2019,site_at_-36.3844_degS_and_148.4594_degE,longitude (deg),148.4594
ANBG_2019,site_at_-36.3844_degS_and_148.4594_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.3844_degS_and_148.4594_degE,locality,"Kosciuszko National Park, IBRA region AA; 458 m (straight line GPS) S from the Kosciuszko Road / Wragges Creek ford, on the N-facing slope heading towards Thompsons Plain."
ANBG_2019,site_at_-36.3861_degS_and_148.4653_degE,latitude (deg),-36.3861
ANBG_2019,site_at_-36.3861_degS_and_148.4653_degE,longitude (deg),148.4653
ANBG_2019,site_at_-36.3861_degS_and_148.4653_degE,collector,"Flowers, G.H."
ANBG_2019,site_at_-36.3861_degS_and_148.4653_degE,locality,"Kosciuszko National Park; Thompsons Plain, 890 m SE from Wragges Creek parking bay on Kosciuszko Road, on southern side of road and western side of Wragges Creek."
ANBG_2019,site_at_-36.3861_degS_and_148.4656_degE,latitude (deg),-36.3861
ANBG_2019,site_at_-36.3861_degS_and_148.4656_degE,longitude (deg),148.4656
ANBG_2019,site_at_-36.3861_degS_and_148.4656_degE,collector,"Flowers, G.H."
ANBG_2019,site_at_-36.3861_degS_and_148.4656_degE,locality,"Kosciuszko National Park; Thompsons Plain, 900 m SE from Wragges Creek parking bay on Kosciuszko Road, on southern side of road and western side of Wragges Creek."
ANBG_2019,site_at_-36.3867_degS_and_148.4586_degE,latitude (deg),-36.3867
ANBG_2019,site_at_-36.3867_degS_and_148.4586_degE,longitude (deg),148.4586
ANBG_2019,site_at_-36.3867_degS_and_148.4586_degE,collector,"McAuliffe, J.; Percival, J.; Flowers, G.; Nicotra, A.; McIntosh, E."
ANBG_2019,site_at_-36.3867_degS_and_148.4586_degE,locality,"Kosciuszko National Park; 1.22 km S of Wragges Creek Ford on Kosciuszko Road, on way to Thompsons Plain."
ANBG_2019,site_at_-36.3875_degS_and_148.4617_degE,latitude (deg),-36.3875
ANBG_2019,site_at_-36.3875_degS_and_148.4617_degE,longitude (deg),148.4617
ANBG_2019,site_at_-36.3875_degS_and_148.4617_degE,collector,"Fethers, S."
ANBG_2019,site_at_-36.3875_degS_and_148.4617_degE,locality,Kosciuszko National Park 834 m south-east from Wragges Creek carpark towards Thompson Plain (Waypoint 008 - straight line GPS). Ca 3 km ~ east of Smiggin Holes.
ANBG_2019,site_at_-36.3889_degS_and_148.4672_degE,latitude (deg),-36.3889
ANBG_2019,site_at_-36.3889_degS_and_148.4672_degE,longitude (deg),148.4672
ANBG_2019,site_at_-36.3889_degS_and_148.4672_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.3889_degS_and_148.4672_degE,locality,"Kosciuszko National Park, IBRA region AA; Wrags Creek at Thompsons Plain. 1.2 km S from Kosciuszko Road and Wragges Creek ford (straight line GPS)."
ANBG_2019,site_at_-36.3892_degS_and_148.4428_degE,latitude (deg),-36.3892
ANBG_2019,site_at_-36.3892_degS_and_148.4428_degE,longitude (deg),148.4428
ANBG_2019,site_at_-36.3892_degS_and_148.4428_degE,collector,"Flowers, G.H."
ANBG_2019,site_at_-36.3892_degS_and_148.4428_degE,locality,Kosciuszko National Park; adjacent to Pipers Creek c. 100 m N from Kosciuszko Road.
ANBG_2019,site_at_-36.3908_degS_and_148.4539_degE,latitude (deg),-36.3908
ANBG_2019,site_at_-36.3908_degS_and_148.4539_degE,longitude (deg),148.4539
ANBG_2019,site_at_-36.3908_degS_and_148.4539_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.3908_degS_and_148.4539_degE,locality,"Kosciuszko National Park, IBRA region AA; Wragges Creek tributary on Thompsons Plain; 1.6 km due S from the Wragges Creek ford on Mount Kosciuszko Road."
ANBG_2019,site_at_-36.3911_degS_and_148.465_degE,latitude (deg),-36.3911
ANBG_2019,site_at_-36.3911_degS_and_148.465_degE,longitude (deg),148.465
ANBG_2019,site_at_-36.3911_degS_and_148.465_degE,collector,"Fethers, S."
ANBG_2019,site_at_-36.3911_degS_and_148.465_degE,locality,"Kosciuszko National Park (Waypoint 009) 1.33 km south-east to Wragges Creek carpark, Thompson Plain (Waypoint 008 - straight line GPS). Ca 3.3 km ~ east of Smiggin Holes."
ANBG_2019,site_at_-36.3914_degS_and_148.4567_degE,latitude (deg),-36.3914
ANBG_2019,site_at_-36.3914_degS_and_148.4567_degE,longitude (deg),148.4567
ANBG_2019,site_at_-36.3914_degS_and_148.4567_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.3914_degS_and_148.4567_degE,locality,"Kosciuszko National Park, IBRA region AA; Wragges Creek area, 1.2 km S from Kosciuszko Road and Wragges Creek ford (straight line GPS)."
ANBG_2019,site_at_-36.3917_degS_and_148.3197_degE,latitude (deg),-36.3917
ANBG_2019,site_at_-36.3917_degS_and_148.3197_degE,longitude (deg),148.3197
ANBG_2019,site_at_-36.3917_degS_and_148.3197_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.3917_degS_and_148.3197_degE,locality,"Kosciuszko National Park, IBRA region AA; on the lower N slopes of Mt Twynam; 474 m NE from the summit of Mt Twynam (straight line GPS)."
ANBG_2019,site_at_-36.3922_degS_and_148.4536_degE,latitude (deg),-36.3922
ANBG_2019,site_at_-36.3922_degS_and_148.4536_degE,longitude (deg),148.4536
ANBG_2019,site_at_-36.3922_degS_and_148.4536_degE,collector,"McAuliffe, J.; Percival, J.; Nicotra, A."
ANBG_2019,site_at_-36.3922_degS_and_148.4536_degE,locality,Kosciuszko National Park; 1.37 km from Wragges Ford on Kosciuszko Road.
ANBG_2019,site_at_-36.3922_degS_and_148.4614_degE,latitude (deg),-36.3922
ANBG_2019,site_at_-36.3922_degS_and_148.4614_degE,longitude (deg),148.4614
ANBG_2019,site_at_-36.3922_degS_and_148.4614_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.3922_degS_and_148.4614_degE,locality,"Kosciuszko National Park, IBRA region AA; at the base of a rocky outcrop bordering the southern edge of Thompsons Plain, 1.3 km from Kosciuszko Road and Wragges Creek ford (straight line GPS)."
ANBG_2019,site_at_-36.3931_degS_and_148.4561_degE,latitude (deg),-36.3931
ANBG_2019,site_at_-36.3931_degS_and_148.4561_degE,longitude (deg),148.4561
ANBG_2019,site_at_-36.3931_degS_and_148.4561_degE,collector,"Flowers, G.H.; McIntosh, E."
ANBG_2019,site_at_-36.3931_degS_and_148.4561_degE,locality,Kosciuszko National Park; 1.45 km S of Wrags Ford off Kosciuszko Road.
ANBG_2019,site_at_-36.3944_degS_and_148.3203_degE,latitude (deg),-36.3944
ANBG_2019,site_at_-36.3944_degS_and_148.3203_degE,longitude (deg),148.3203
ANBG_2019,site_at_-36.3944_degS_and_148.3203_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.3944_degS_and_148.3203_degE,locality,"Kosciuszko National Park, IBRA region AA; in creekline N of the saddle between Mt Twynam and Little Twynam."
ANBG_2019,site_at_-36.4_degS_and_146.2333_degE,latitude (deg),-36.4
ANBG_2019,site_at_-36.4_degS_and_146.2333_degE,longitude (deg),146.2333
ANBG_2019,site_at_-36.4_degS_and_146.2333_degE,collector,"Briggs, J.D."
ANBG_2019,site_at_-36.4_degS_and_146.2333_degE,locality,"E. foot of the Warby Range 3.2 km W. of the Hume Hwy. on the Taminick Gap road, then 80 m N. of road. On property of C.D. Nason."
ANBG_2019,site_at_-36.4022_degS_and_148.3169_degE,latitude (deg),-36.4022
ANBG_2019,site_at_-36.4022_degS_and_148.3169_degE,longitude (deg),148.3169
ANBG_2019,site_at_-36.4022_degS_and_148.3169_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.4022_degS_and_148.3169_degE,locality,"Kosciuszko National Park, IBRA region AA; northern slopes of Blue Lake cirque."
ANBG_2019,site_at_-36.4036_degS_and_148.3014_degE,latitude (deg),-36.4036
ANBG_2019,site_at_-36.4036_degS_and_148.3014_degE,longitude (deg),148.3014
ANBG_2019,site_at_-36.4036_degS_and_148.3014_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.4036_degS_and_148.3014_degE,locality,"Kosciuszko National Park, IBRA region AA; on southern ridge leading to Mt Twynam due W of Blue Lake, 6.65 km N from Rawson Pass (straight line GPS measurement)."
ANBG_2019,site_at_-36.4039_degS_and_148.3056_degE,latitude (deg),-36.4039
ANBG_2019,site_at_-36.4039_degS_and_148.3056_degE,longitude (deg),148.3056
ANBG_2019,site_at_-36.4039_degS_and_148.3056_degE,collector,"Sweet, H.; Percival, J.; Nicotra, A."
ANBG_2019,site_at_-36.4039_degS_and_148.3056_degE,locality,Kosciuszko National Park; on steep slope of Mount Twynam leading towards Blue Lake viewing area.
ANBG_2019,site_at_-36.4042_degS_and_148.2997_degE,latitude (deg),-36.4042
ANBG_2019,site_at_-36.4042_degS_and_148.2997_degE,longitude (deg),148.2997
ANBG_2019,site_at_-36.4042_degS_and_148.2997_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.4042_degS_and_148.2997_degE,locality,"Kosciuszko National Park, IBRA region AA; on secondary walking track, N of Mt Twynam, 6.05 km N of Rawson Pass (straight line GPS measurement)."
ANBG_2019,site_at_-36.4044_degS_and_148.3058_degE,latitude (deg),-36.4044
ANBG_2019,site_at_-36.4044_degS_and_148.3058_degE,longitude (deg),148.3058
ANBG_2019,site_at_-36.4044_degS_and_148.3058_degE,collector,"Sweet, H.; Percival, J.; Nicotra, A."
ANBG_2019,site_at_-36.4044_degS_and_148.3058_degE,locality,Kosciuszko National Park; in gully on eastern slopes of Mount Twynam leading toward Blue Lake viewing area.
ANBG_2019,site_at_-36.4053_degS_and_148.3058_degE,latitude (deg),-36.4053
ANBG_2019,site_at_-36.4053_degS_and_148.3058_degE,longitude (deg),148.3058
ANBG_2019,site_at_-36.4053_degS_and_148.3058_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.4053_degS_and_148.3058_degE,locality,Kosciuszko National Park; c. 350 m N of Blue Lake and Main Range track junction.
ANBG_2019,site_at_-36.4056_degS_and_148.3058_degE,latitude (deg),-36.4056
ANBG_2019,site_at_-36.4056_degS_and_148.3058_degE,longitude (deg),148.3058
ANBG_2019,site_at_-36.4056_degS_and_148.3058_degE,collector,"Clarke, B.G."
ANBG_2019,site_at_-36.4056_degS_and_148.3058_degE,locality,Kosciuszko National Park; c. 250 m W from the junction of the Blue Lake and Main Range walking tracks.
ANBG_2019,site_at_-36.4067_degS_and_148.2967_degE,latitude (deg),-36.4067
ANBG_2019,site_at_-36.4067_degS_and_148.2967_degE,longitude (deg),148.2967
ANBG_2019,site_at_-36.4067_degS_and_148.2967_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.4067_degS_and_148.2967_degE,locality,"Kosciuszko National Park, IBRA region AA; at the junction of the Main Range walking track and the turnoff to Mount Twynam."
ANBG_2019,site_at_-36.4069_degS_and_148.2822_degE,latitude (deg),-36.4069
ANBG_2019,site_at_-36.4069_degS_and_148.2822_degE,longitude (deg),148.2822
ANBG_2019,site_at_-36.4069_degS_and_148.2822_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.4069_degS_and_148.2822_degE,locality,"Kosciuszko National Park, IBRA region AA; 1.4 km NW (straight line GPS) from Mt Lee. 688 m NW from JMc839; 991 m NW from JMc 816."
ANBG_2019,site_at_-36.4069_degS_and_148.2964_degE,latitude (deg),-36.4069
ANBG_2019,site_at_-36.4069_degS_and_148.2964_degE,longitude (deg),148.2964
ANBG_2019,site_at_-36.4069_degS_and_148.2964_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.4069_degS_and_148.2964_degE,locality,"Kosciuszko National Park, IBRA region AA; Main Range walking track, on the saddle due N of Carruthers Peak."
ANBG_2019,site_at_-36.4069_degS_and_148.3039_degE,latitude (deg),-36.4069
ANBG_2019,site_at_-36.4069_degS_and_148.3039_degE,longitude (deg),148.3039
ANBG_2019,site_at_-36.4069_degS_and_148.3039_degE,collector,"Clarke, B.G."
ANBG_2019,site_at_-36.4069_degS_and_148.3039_degE,locality,Kosciuszko National Park; c. 200 m westwards from Blue Lake lookout along Main Range walking track towards Mt Carruthers; 10 m N from track.
ANBG_2019,site_at_-36.4069_degS_and_148.305_degE,latitude (deg),-36.4069
ANBG_2019,site_at_-36.4069_degS_and_148.305_degE,longitude (deg),148.305
ANBG_2019,site_at_-36.4069_degS_and_148.305_degE,collector,"Clarke, B.G."
ANBG_2019,site_at_-36.4069_degS_and_148.305_degE,locality,Kosciuszko National Park; c. 100 m from Blue Lake lookout westwards along Main Range walking track towards Mt Carruthers; 20 m off track in rocky depression.
ANBG_2019,site_at_-36.4069_degS_and_148.3075_degE,latitude (deg),-36.4069
ANBG_2019,site_at_-36.4069_degS_and_148.3075_degE,longitude (deg),148.3075
ANBG_2019,site_at_-36.4069_degS_and_148.3075_degE,collector,"Fethers, S."
ANBG_2019,site_at_-36.4069_degS_and_148.3075_degE,locality,"Kosciuszko National Park; above Blue Lake, 200 m below main junction of main walking track."
ANBG_2019,site_at_-36.4072_degS_and_148.3011_degE,latitude (deg),-36.4072
ANBG_2019,site_at_-36.4072_degS_and_148.3011_degE,longitude (deg),148.3011
ANBG_2019,site_at_-36.4072_degS_and_148.3011_degE,collector,"Fethers, S."
ANBG_2019,site_at_-36.4072_degS_and_148.3011_degE,locality,Kosciuszko National Park; Main Range walking track - 600 m from Blue Lake junction towards Mt Carruthers.
